price,flooring,water_availability_hours,available_units,towers,locality_rank,locality_rating,locality_review_count,environment_rating,commuting_rating,places_of_interest_rating,rera_id,electricity_availability_hours,construction,ownership,authority_approval,bed,bath,parking,area,flat_on_floor,total_floor,lift,balcony,lattitude,longitude,project_in_acres,project_age_months,builder,project_name,furnish,city,location,property_type,status,extra_rooms,facing,seller,overlooking,bath_bed_ratio,bed_area_ratio,bed_bath_ratio,bed_balcony_ratio,project_density,compactness_ratio,floor_ratio,remaining_floors,area_per_bedroom,area_per_bathroom,area_per_balcony,area_per_parking,balcony_to_bed_ratio,parking_to_bed_ratio,lift_to_total_floor_ratio,distance_to_center_km,education_mean_km,education_min_km,education_within_2km,transport_mean_km,transport_min_km,transport_within_2km,shopping_centre_mean_km,shopping_centre_min_km,shopping_centre_within_2km,commercial_hub_mean_km,commercial_hub_min_km,commercial_hub_within_2km,hospital_within_2km,tourist_within_2km,overall_min_mean_km,overall_avg_mean_km,overall_min_min_km,overall_avg_min_km,total_within_2km,assigned_amenities_score,amenities_count
₹57.0 lac,,,100.0,9.0,11.0,4.1,574.0,4.0,4.2,4.2,,,under construction,,,1.0,1.0,,429.0,,,,1.0,19.0656721198219,73.05961185164,9.0,23.0,today global,codename bellevue kharghar,unfurnished,navi mumbai,kharghar,new property,under construction,,,realestateagent,,1.0,0.002331002331002331,1.0,1.0,11.11111111111111,47.666666666666664,,,429.0,429.0,429.0,,1.0,,,5.525635353413592,3.04,1.1,1,2.7600000000000002,1.9,1,4.12,2.3,0,6.0,2.3,0,0,0,2.7600000000000002,3.9800000000000004,1.1,1.9,2,151.0,22
₹6.41 cr,,,98.0,2.0,135.0,4.0,111.0,4.0,4.1,4.0,,,under construction,,,4.0,4.0,,1898.0,,,,1.0,19.07907,72.907976,,22.0,ajmera realty & infra india ltd.,ajmera eden,unfurnished,mumbai,ghatkopar east,new property,under construction,,,realestateagent,,1.0,0.002107481559536354,1.0,4.0,,,,,474.5,474.5,1898.0,,0.25,,,15.769841133126222,3.88,0.6,3,3.35,0.8,1,0.4666666666666666,0.2,3,7.925,3.1,0,2,0,0.4666666666666666,3.2343333333333333,0.2,1.04,9,,1
₹2.90 cr,,,100.0,6.0,12.0,4.2,22.0,4.3,4.2,4.4,,,under construction,,,3.0,3.0,,1225.0,,,,3.0,19.0494545088161,73.0153394878658,68.0,35.0,raheja universal,raheja solaris,unfurnished,navi mumbai,juinagar,new property,under construction,,,realestateagent,,1.0,0.0024489795918367346,1.0,1.0,1.4705882352941178,18.014705882352942,,,408.3333333333333,408.3333333333333,408.3333333333333,,1.0,,,1.8941015733788378,,,0,,,0,,,0,,,0,0,0,,,,,0,286.0,41
₹2.84 cr,,,587.0,3.0,155.0,4.0,256.0,4.1,3.9,4.1,,,under construction,,,3.0,3.0,,1056.0,,,,,19.17002236,72.93810568,4.0,57.0,kalpataru ltd.,kalpataru elitus,unfurnished,mumbai,mulund west,new property,under construction,,,realestateagent,,1.0,0.002840909090909091,1.0,,146.75,264.0,,,352.0,352.0,,,,,,25.830645897011365,4.0,1.0,2,5.375025,0.0001,2,2.26002,0.0001,4,5.819999999999999,1.5,2,0,0,2.26002,4.3637612500000005,0.0001,0.62505,10,71.0,10
₹4.84 cr,,,106.0,2.0,102.0,4.0,292.0,3.8,3.9,4.3,,,under construction,,,3.0,3.0,,1681.0,,,,,19.0459181155422,72.8975231581492,4.0,122.0,tridhaatu realty,tridhaatu aranya,unfurnished,mumbai,chembur,new property,under construction,,,realestateagent,,1.0,0.001784651992861392,1.0,,26.5,420.25,,,560.3333333333334,560.3333333333334,,,,,,12.369271988327576,2.25,1.3,3,,,0,5.033333333333333,2.7,0,7.26,1.5,1,0,2,1.5,4.010833333333333,1.3,1.75,6,147.0,20
₹1.99 cr,,,300.0,1.0,236.0,4.1,379.0,4.0,3.7,4.5,,,under construction,,,2.0,2.0,,683.0,,,,,19.1940346300819,72.8257561606587,4.0,9.0,ruparel realty,ruparel stardom,unfurnished,mumbai,malad west,new property,under construction,,,realestateagent,,1.0,0.0029282576866764276,1.0,,75.0,170.75,,,341.5,341.5,,,,,,24.74742904400006,4.25,0.4,1,,,0,1.58,0.7,3,7.033333333333334,5.6,0,2,1,0.7,2.9326666666666665,0.4,1.6199999999999999,7,70.0,10
₹1.99 cr,,,300.0,1.0,236.0,4.1,379.0,4.0,3.7,4.5,,,under construction,,,2.0,2.0,,683.0,,,,1.0,19.1940346300819,72.8257561606587,4.0,9.0,ruparel realty,ruparel stardom,unfurnished,mumbai,malad west,new property,under construction,,,realestateagent,,1.0,0.0029282576866764276,1.0,2.0,75.0,170.75,,,341.5,341.5,683.0,,0.5,,,24.74742904400006,4.25,0.4,1,,,0,1.58,0.7,3,7.033333333333334,5.6,0,2,1,0.7,2.9326666666666665,0.4,1.6199999999999999,7,70.0,10
₹2.29 cr,,,260.0,1.0,269.0,4.3,364.0,4.4,4.2,4.4,,,under construction,,,2.0,2.0,,769.0,,,,1.0,19.2101312179652,72.8305011930765,2.0,12.0,ashwin sheth group,sheth edmont,unfurnished,mumbai,kandivali west,new property,under construction,,,realestateagent,,1.0,0.002600780234070221,1.0,2.0,130.0,384.5,,,384.5,384.5,769.0,,0.5,,,26.569911484772927,,,0,0.0001,0.0001,2,0.32006,0.0001,5,,,0,4,0,0.0001,2.0600733333333334,0.0001,0.0001,11,149.0,20
₹1.20 cr,,,,,,4.7,28.0,4.7,4.7,4.6,,,under construction,,,1.0,2.0,,392.0,,,,1.0,19.0611638862632,72.8948410560158,,,roha realty,roha eva aria,unfurnished,mumbai,chembur east,new property,under construction,,,realestateagent,,2.0,0.002551020408163265,0.5,1.0,,,,,392.0,196.0,392.0,,1.0,,,13.364121421445695,,,0,,,0,0.95,0.7,2,,,0,0,0,0.95,0.95,0.7,0.7,2,,1
₹1.29 cr,,,,,8.0,3.8,59.0,4.0,3.8,3.7,,,under construction,,,2.0,2.0,,666.0,,,,1.0,19.2321621,72.9873688,40.0,114.0,lodha group,lodha amara,unfurnished,thane,kolshet road,new property,under construction,,,realestateagent,,1.0,0.003003003003003003,1.0,2.0,,16.65,,,333.0,333.0,666.0,,0.5,,,2.2698404022871217,2.1399999999999997,0.4,3,,,0,1.525,0.7,3,,,0,0,0,1.525,1.8324999999999998,0.4,0.55,6,282.0,40
₹60.0 lac,,,60.0,1.0,155.0,4.0,256.0,4.1,3.9,4.1,,,under construction,,,,1.0,,240.0,,,,1.0,19.1749536837097,72.943103519999,0.4122,26.0,marathon realty pvt. ltd.,sunset gardens by marathon,unfurnished,mumbai,mulund west,new property,under construction,,,realestateagent,,,,,,145.56040756914118,582.2416302765647,,,,240.0,240.0,,,,,26.57305332219651,4.0,1.0,2,5.375025,0.0001,2,2.26002,0.0001,4,5.819999999999999,1.5,2,0,0,2.26002,4.3637612500000005,0.0001,0.62505,10,36.0,5
₹85.0 lac,,,,,8.0,3.8,59.0,4.0,3.8,3.7,,,under construction,,,1.0,1.0,,446.0,,,,,19.2321621,72.9873688,40.0,114.0,lodha group,lodha amara,unfurnished,thane,kolshet road,new property,under construction,,,realestateagent,,1.0,0.002242152466367713,1.0,,,11.15,,,446.0,446.0,,,,,,2.2698404022871217,2.1399999999999997,0.4,3,,,0,1.525,0.7,3,,,0,0,0,1.525,1.8324999999999998,0.4,0.55,6,282.0,40
₹1.70 cr,,,601.0,3.0,186.0,3.9,289.0,3.9,3.9,4.0,,,under construction,,,2.0,2.0,,601.0,,,,1.0,19.2004841,72.87492736,3.0,10.0,mahindra lifespace developers ltd.,mahindra vista,unfurnished,mumbai,kandivali east,new property,under construction,,,realestateagent,,1.0,0.0033277870216306157,1.0,2.0,200.33333333333334,200.33333333333334,,,300.5,300.5,601.0,,0.5,,,26.31735842021912,2.55,0.5,1,2.45,1.8,1,1.7600000000000002,1.0,3,4.0,3.4,0,0,0,1.7600000000000002,2.69,0.5,1.6749999999999998,5,101.0,13
₹2.71 cr,,,350.0,2.0,34.0,3.9,71.0,3.7,3.7,4.3,,,under construction,,,2.0,2.0,,695.0,,,,1.0,19.0388120275329,72.8419652875755,2.0,9.0,l&t realty,island cove,unfurnished,mumbai,mahim,new property,under construction,,,realestateagent,,1.0,0.0028776978417266188,1.0,2.0,175.0,347.5,,,347.5,347.5,695.0,,0.5,,,8.171327153139197,2.4333333333333336,0.4,1,1.3333333333333333,0.5,2,4.65,2.1,0,4.033333333333333,3.5,0,1,0,0.8,2.6500000000000004,0.4,1.46,4,339.0,46
₹6.62 cr,,,1200.0,5.0,77.0,3.8,20.0,3.9,3.9,3.8,,,under construction,,,2.0,2.0,,672.0,,,,,19.0135321429189,72.8602998056272,4.0,82.0,dosti realty,dosti eastern bay,unfurnished,mumbai,wadala east,new property,under construction,,,realestateagent,,1.0,0.002976190476190476,1.0,,300.0,168.0,,,336.0,336.0,,,,,,7.052890733986072,1.0333333333333334,0.8,3,0.8666666666666667,0.3,3,3.9333333333333336,2.1,0,3.4,2.7,0,0,0,0.8666666666666667,2.3083333333333336,0.3,1.475,6,444.0,57
₹1.49 cr,,,68.0,1.0,236.0,4.1,379.0,4.0,3.7,4.5,,,under construction,,,2.0,2.0,,515.0,,,,,19.1940346300819,72.8257561606587,0.6469,17.0,kabra group,kabra garnet,unfurnished,mumbai,malad west,new property,under construction,,,realestateagent,,1.0,0.003883495145631068,1.0,,105.11671046529602,796.1044983768743,,,257.5,257.5,,,,,,24.74742904400006,4.25,0.4,1,,,0,1.58,0.7,3,7.033333333333334,5.6,0,2,1,0.7,2.9326666666666665,0.4,1.6199999999999999,7,78.0,11
₹1.59 cr,,,,,236.0,4.1,379.0,4.0,3.7,4.5,,,under construction,,,2.0,2.0,,540.0,,,,,19.1940346300819,72.8257561606587,,,shreeji group,shreeji eternity,unfurnished,mumbai,malad west,new property,under construction,,,realestateagent,,1.0,0.003703703703703704,1.0,,,,,,270.0,270.0,,,,,,24.74742904400006,4.25,0.4,1,,,0,1.58,0.7,3,7.033333333333334,5.6,0,2,1,0.7,2.9326666666666665,0.4,1.6199999999999999,7,,1
₹1.44 cr,,,,,269.0,4.3,364.0,4.4,4.2,4.4,,,under construction,,,1.0,1.0,,613.0,,,,,19.2101312179652,72.8305011930765,,,gauri land developers llp,gauri excellency nx,unfurnished,mumbai,kandivali west,new property,under construction,,,realestateagent,,1.0,0.0016313213703099511,1.0,,,,,,613.0,613.0,,,,,,26.569911484772927,,,0,0.0001,0.0001,2,0.32006,0.0001,5,,,0,4,0,0.0001,2.0600733333333334,0.0001,0.0001,11,,1
₹1.59 cr,,,,,236.0,4.1,379.0,4.0,3.7,4.5,,,under construction,,,2.0,2.0,,540.0,,,,2.0,19.1940346300819,72.8257561606587,,,shreeji group,shreeji eternity,unfurnished,mumbai,malad west,new property,under construction,,,realestateagent,,1.0,0.003703703703703704,1.0,1.0,,,,,270.0,270.0,270.0,,1.0,,,24.74742904400006,4.25,0.4,1,,,0,1.58,0.7,3,7.033333333333334,5.6,0,2,1,0.7,2.9326666666666665,0.4,1.6199999999999999,7,,1
₹2.36 cr,,,320.0,5.0,155.0,4.0,256.0,4.1,3.9,4.1,,,under construction,,,2.0,2.0,,750.0,,,,1.0,19.1749536837097,72.943103519999,6.0,61.0,l&t realty,rejuve 360,unfurnished,mumbai,mulund west,new property,under construction,,,realestateagent,,1.0,0.0026666666666666666,1.0,2.0,53.333333333333336,125.0,,,375.0,375.0,750.0,,0.5,,,26.57305332219651,4.0,1.0,2,5.375025,0.0001,2,2.26002,0.0001,4,5.819999999999999,1.5,2,0,0,2.26002,4.3637612500000005,0.0001,0.62505,10,76.0,11
₹6.58 cr,,,173.0,2.0,22.0,3.9,70.0,3.6,4.0,4.2,,,under construction,,,3.0,3.0,,1141.0,,,,,19.062055421515,72.8541362644682,0.2617,47.0,rustomjee,rustomjee seasons,unfurnished,mumbai,bandra east,new property,under construction,,,realestateagent,,1.0,0.0026292725679228747,1.0,,661.0622850592282,4359.954145968667,,,380.3333333333333,380.3333333333333,,,,,,11.054171791908065,0.9800000000000001,0.1,5,1.65,1.6,2,2.8400000000000003,1.2,2,2.8400000000000003,0.1,3,1,0,0.7,1.802,0.1,0.74,13,81.0,11
₹1.43 cr,,,950.0,3.0,170.0,3.9,242.0,3.9,3.7,4.1,,,under construction,,,1.0,2.0,,391.0,,,,,19.16689012,72.84155685,2.0,47.0,chandak developers,34 park estate,unfurnished,mumbai,goregaon west,new property,under construction,,,realestateagent,,2.0,0.0025575447570332483,0.5,,475.0,195.5,,,391.0,195.5,,,,,,21.92948576626068,4.866666666666666,0.6,1,8.7,7.6,0,2.08,0.1,4,4.66,1.7,2,3,0,0.3,4.121333333333333,0.1,2.0199999999999996,10,72.0,10
₹94.0 lac,,,100.0,2.0,8.0,3.8,59.0,4.0,3.8,3.7,,,under construction,,,1.0,1.0,,407.0,,,,1.0,19.2321621,72.9873688,6.0,33.0,godrej properties,godrej ascend,unfurnished,thane,kolshet road,new property,under construction,,,realestateagent,,1.0,0.002457002457002457,1.0,1.0,16.666666666666668,67.83333333333333,,,407.0,407.0,407.0,,1.0,,,2.2698404022871217,2.1399999999999997,0.4,3,,,0,1.525,0.7,3,,,0,0,0,1.525,1.8324999999999998,0.4,0.55,6,181.0,26
₹4.20 cr,,,310.0,8.0,8.0,3.8,59.0,4.0,3.8,3.7,,,under construction,,,4.0,3.0,,1753.0,,,,2.0,19.2321621,72.9873688,20.0,134.0,kalpataru ltd.,kalpataru parkcity,unfurnished,thane,kolshet road,new property,under construction,,,realestateagent,,0.75,0.0022818026240730175,1.3333333333333333,2.0,15.5,87.65,,,438.25,584.3333333333334,876.5,,0.5,,,2.2698404022871217,2.1399999999999997,0.4,3,,,0,1.525,0.7,3,,,0,0,0,1.525,1.8324999999999998,0.4,0.55,6,300.0,42
₹2.84 cr,,,370.0,3.0,68.0,3.8,80.0,3.8,4.0,3.8,,,under construction,,,2.0,2.0,,689.0,,,,1.0,19.01321323,72.8554129,7.0,31.0,godrej properties,godrej horizon,unfurnished,mumbai,wadala,new property,under construction,,,realestateagent,,1.0,0.002902757619738752,1.0,2.0,52.857142857142854,98.42857142857143,,,344.5,344.5,689.0,,0.5,,,6.648540678299827,4.3,4.3,0,3.8499999999999996,2.6,0,4.2,4.2,0,3.525,2.9,0,0,0,3.525,3.9687499999999996,2.6,3.5000000000000004,0,207.0,29
₹1.44 cr,,,275.0,8.0,4.0,4.0,115.0,4.0,3.9,4.0,,,under construction,,,2.0,2.0,,565.0,,,,,19.215865938964,72.9914374146644,8.4999,19.0,rustomjee,rustomjee la vie,unfurnished,thane,majiwada,new property,under construction,,,realestateagent,,1.0,0.0035398230088495575,1.0,,32.353321803785924,66.47137025141473,,,282.5,282.5,,,,,,1.4780681975121663,1.92,0.2,3,0.0001,0.0001,1,1.8,1.8,1,,,0,0,0,0.0001,1.2400333333333333,0.0001,0.6667000000000001,5,362.0,52
₹3.20 cr,,,,5.0,155.0,4.0,256.0,4.1,3.9,4.1,,,under construction,,,4.0,4.0,,1566.0,,,,2.0,19.1749536837097,72.943103519999,12.0,,piramal realty,piramal revanta,unfurnished,mumbai,mulund west,new property,under construction,,,realestateagent,,1.0,0.002554278416347382,1.0,2.0,,130.5,,,391.5,391.5,783.0,,0.5,,,26.57305332219651,4.0,1.0,2,5.375025,0.0001,2,2.26002,0.0001,4,5.819999999999999,1.5,2,0,0,2.26002,4.3637612500000005,0.0001,0.62505,10,59.0,8
₹5.55 cr,,,1200.0,5.0,77.0,3.8,20.0,3.9,3.9,3.8,,,under construction,,,4.0,4.0,,1577.0,,,,1.0,19.0135321429189,72.8602998056272,4.0,82.0,dosti realty,dosti eastern bay,unfurnished,mumbai,wadala east,new property,under construction,,,realestateagent,,1.0,0.0025364616360177552,1.0,4.0,300.0,394.25,,,394.25,394.25,1577.0,,0.25,,,7.052890733986072,1.0333333333333334,0.8,3,0.8666666666666667,0.3,3,3.9333333333333336,2.1,0,3.4,2.7,0,0,0,0.8666666666666667,2.3083333333333336,0.3,1.475,6,444.0,57
₹1.02 cr,,,,,,4.0,32.0,4.0,4.1,4.0,,,under construction,,,2.0,2.0,,580.0,,,,1.0,19.282975,72.873618,,,rna group,rna ng bliss,unfurnished,thane,mira road east,new property,under construction,,,realestateagent,,1.0,0.0034482758620689655,1.0,2.0,,,,,290.0,290.0,580.0,,0.5,,,13.332363164341292,,,0,,,0,0.9,0.9,1,,,0,0,0,0.9,0.9,0.9,0.9,1,,1
₹6.09 cr,,,173.0,2.0,22.0,3.9,70.0,3.6,4.0,4.2,,,under construction,,,3.0,3.0,,1057.0,,,,,19.062055421515,72.8541362644682,0.2617,47.0,rustomjee,rustomjee seasons,unfurnished,mumbai,bandra east,new property,under construction,,,realestateagent,,1.0,0.002838221381267739,1.0,,661.0622850592282,4038.97592663355,,,352.3333333333333,352.3333333333333,,,,,,11.054171791908065,0.9800000000000001,0.1,5,1.65,1.6,2,2.8400000000000003,1.2,2,2.8400000000000003,0.1,3,1,0,0.7,1.802,0.1,0.74,13,81.0,11
₹1.09 cr,,,,,239.0,4.1,112.0,4.1,4.0,4.2,,,under construction,,,1.0,1.0,,434.0,,,,,19.1848724519187,72.8629697025013,,,ardhya universal llp,malad amar cooperative housing socity ltd.,unfurnished,mumbai,malad east,new property,under construction,,,realestateagent,,1.0,0.002304147465437788,1.0,,,,,,434.0,434.0,,,,,,24.32570164724632,1.9333333333333333,0.9,2,,,0,1.1,0.6,5,2.6399999999999997,0.8,2,3,2,0.9,1.8546666666666667,0.6,0.82,14,,1
₹34.0 lac,,,750.0,10.0,484.0,3.7,71.0,3.9,3.6,3.7,,,less than 5 years,,,1.0,2.0,,380.0,,,,3.0,19.4715847,72.80535875,5.0,143.0,sridutt constructions,garden avenue k,unfurnished,palghar,virar west,new property,ready to move,,,realestateagent,,2.0,0.002631578947368421,0.5,0.3333333333333333,150.0,76.0,,,380.0,190.0,126.66666666666667,,3.0,,,25.305814449518937,40.03333333333333,30.5,0,31.3,1.8,1,19.72,1.8,1,48.1,48.1,0,0,0,19.72,34.788333333333334,1.8,20.549999999999997,2,190.0,28
₹84.0 lac,,,673.0,,53.0,4.3,20.0,4.4,4.4,4.3,,,under construction,,,1.0,1.0,,430.0,,,,1.0,19.2392002271759,72.997235034948,25.0,33.0,runwal group,runwal codename enchanted,unfurnished,thane,kolshet,new property,under construction,,,realestateagent,,1.0,0.002325581395348837,1.0,1.0,26.92,17.2,,,430.0,430.0,430.0,,1.0,,,3.4850129845396967,1.675,1.2,3,,,0,2.5,1.5,2,,,0,0,0,1.675,2.0875,1.2,1.35,5,105.0,14
₹1.95 cr,,,,,1.0,4.1,226.0,4.1,3.8,4.5,,,under construction,,,2.0,2.0,,838.0,,,,1.0,19.034973,73.02228,,,hari om developers,aniruddha icon,unfurnished,navi mumbai,nerul,new property,under construction,,,realestateagent,,1.0,0.002386634844868735,1.0,2.0,,,,,419.0,419.0,838.0,,0.5,,,0.32491429035383,0.86,0.7,5,0.5,0.5,2,2.825,1.5,2,6.625,4.0,0,0,0,0.5,2.7025,0.5,1.675,9,,1
₹1.70 cr,,,,,269.0,4.3,364.0,4.4,4.2,4.4,,,under construction,,,2.0,2.0,,660.0,,,,,19.2101312179652,72.8305011930765,,,shreeji sharan group of companies,building no 18 the gateway,unfurnished,mumbai,kandivali west,new property,under construction,,,realestateagent,,1.0,0.0030303030303030303,1.0,,,,,,330.0,330.0,,,,,,26.569911484772927,,,0,0.0001,0.0001,2,0.32006,0.0001,5,,,0,4,0,0.0001,2.0600733333333334,0.0001,0.0001,11,,1
₹2.37 cr,,,200.0,1.0,46.0,4.2,414.0,4.1,4.0,4.6,,,under construction,,,2.0,2.0,,659.0,,,,1.0,19.1373697481266,72.8257229439874,8.0,31.0,transcon group,transcon triumph tower 4,unfurnished,mumbai,andheri west,new property,under construction,,,realestateagent,,1.0,0.0030349013657056147,1.0,2.0,25.0,82.375,,,329.5,329.5,659.0,,0.5,,,18.46619223240937,1.7399999999999998,0.8,3,1.9,0.9,1,0.82,0.6,5,1.0,0.9,2,0,4,0.82,1.307,0.6,0.8200000000000001,15,140.0,20
₹70.0 lac,,,1100.0,8.0,512.0,3.8,39.0,3.7,3.7,3.9,,,under construction,,,2.0,2.0,,567.0,,,,4.0,19.39954,72.8604165,,45.0,the imperial lifestyle,imperial splendora,unfurnished,palghar,vasai east,new property,under construction,,,realestateagent,,1.0,0.003527336860670194,1.0,0.5,,,,,283.5,283.5,141.75,,2.0,,,34.377039933261,10.2,10.2,0,11.5,9.8,0,13.45,11.6,0,23.35,17.8,0,0,0,10.2,14.625,9.8,12.350000000000001,0,59.0,8
₹1.67 cr,,,559.0,1.0,232.0,4.0,139.0,3.9,4.0,4.0,,,under construction,,,2.0,2.0,,650.0,,,,1.0,19.149901,72.931134,1.0,26.0,wmi real estate developers llp,ashford regal,unfurnished,mumbai,bhandup west,new property,under construction,,,realestateagent,,1.0,0.003076923076923077,1.0,2.0,559.0,650.0,,,325.0,325.0,650.0,,0.5,,,23.54707995287191,5.1000000000000005,0.4,1,6.0,1.7,1,4.4,0.9,1,8.15,6.0,0,1,0,0.7,4.87,0.4,1.94,4,86.0,12
₹2.97 cr,,,674.0,2.0,170.0,3.9,242.0,3.9,3.7,4.1,,,under construction,,,3.0,2.0,,968.0,,,,2.0,19.1629924,72.8393019,2.0,61.0,sunteck realty ltd.,sunteck city 4th avenue,unfurnished,mumbai,goregaon west,new property,under construction,,,realestateagent,,0.6666666666666666,0.0030991735537190084,1.5,1.5,337.0,484.0,,,322.6666666666667,484.0,484.0,,0.6666666666666666,,,21.465560431243357,4.866666666666666,0.6,1,8.7,7.6,0,2.08,0.1,4,4.66,1.7,2,3,0,0.3,4.121333333333333,0.1,2.0199999999999996,10,170.0,24
₹72.0 lac,,,,1.0,,4.0,32.0,4.0,4.1,4.0,,,under construction,,,1.0,2.0,,430.0,,,,1.0,19.282975,72.873618,3.0493,21.0,vihang group & reyanshp realty llp,luxuria,unfurnished,thane,mira road east,new property,under construction,,,realestateagent,,2.0,0.002325581395348837,0.5,1.0,,141.01597087856229,,,430.0,215.0,430.0,,1.0,,,13.332363164341292,,,0,,,0,0.9,0.9,1,,,0,0,0,0.9,0.9,0.9,0.9,1,58.0,8
₹2.35 cr,,,58.0,15.0,16.0,3.9,40.0,3.9,4.0,4.0,,,under construction,,,3.0,3.0,,950.0,,,,1.0,19.218154,72.993664,32.0,101.0,piramal realty,piramal vaikunth,unfurnished,thane,balkum pada,new property,under construction,,,realestateagent,,1.0,0.003157894736842105,1.0,3.0,1.8125,29.6875,,,316.6666666666667,316.6666666666667,950.0,,0.3333333333333333,,,1.7589453138548419,6.180000000000001,2.1,0,,,0,1.4500000000000002,1.3,4,1.5,1.5,1,0,0,1.4500000000000002,3.0433333333333334,1.3,1.6333333333333335,5,88.0,12
₹61.7 lac,,,227.0,1.0,441.0,4.0,39.0,3.9,3.9,4.2,,,under construction,,,1.0,2.0,,447.0,,,,3.0,19.2783121,72.8580188,,26.0,chheda group,chheda avighna,unfurnished,thane,mira bhayandar,new property,under construction,,,realestateagent,,2.0,0.0022371364653243847,0.5,0.3333333333333333,,,,,447.0,223.5,149.0,,3.0,,,14.438514842494289,6.8999999999999995,1.7,1,2.266666666666667,0.4,1,9.525,2.9,0,15.325,10.6,0,0,0,2.266666666666667,8.504166666666666,0.4,3.9,2,44.0,7
₹5.75 cr,,,,,54.0,3.7,34.0,3.6,3.9,3.6,,,under construction,,,3.0,3.0,,1258.0,,,,2.0,18.9920224182449,72.8537565266891,,,l&t realty,the gateway,unfurnished,mumbai,sewri,new property,under construction,,,realestateagent,,1.0,0.0023847376788553257,1.0,1.5,,,,,419.3333333333333,419.3333333333333,629.0,,0.6666666666666666,,,5.149183117879984,1.2333333333333334,1.1,3,0.8,0.8,1,2.7,0.5,1,,,0,0,0,0.8,1.5777777777777777,0.5,0.8000000000000002,5,,1
₹50.0 lac,,,,,475.0,3.8,134.0,3.8,3.8,3.8,,,under construction,,,2.0,2.0,,555.0,,,,3.0,19.3914260104194,72.8285855834131,,,ruparel realty,ruparel sereno,unfurnished,palghar,vasai,new property,under construction,,,realestateagent,,1.0,0.0036036036036036037,1.0,0.6666666666666666,,,,,277.5,277.5,185.0,,1.5,,,34.49745740708328,,,0,4.35,1.4,1,15.65,1.5,1,22.839999999999996,1.4,1,0,0,4.35,14.28,1.4,1.4333333333333333,3,,1
₹1.10 cr,,,,,102.0,4.0,292.0,3.8,3.9,4.3,,,under construction,,,1.0,2.0,,395.0,,,,,19.0459181155422,72.8975231581492,,,vaibhavlaxmi builders,vaibhavlaxmi queens avenue,unfurnished,mumbai,chembur,new property,under construction,,,realestateagent,,2.0,0.002531645569620253,0.5,,,,,,395.0,197.5,,,,,,12.369271988327576,2.25,1.3,3,,,0,5.033333333333333,2.7,0,7.26,1.5,1,0,2,1.5,4.010833333333333,1.3,1.75,6,,1
₹2.62 cr,,,,2.0,3.0,4.4,184.0,4.4,4.2,4.5,,,under construction,,,3.0,3.0,,938.0,,,,1.0,19.225129,72.9772647,3.0,38.0,raymond realty,the address by gs tower a,unfurnished,thane,thane west,new property,under construction,,,realestateagent,,1.0,0.0031982942430703624,1.0,3.0,,312.6666666666667,,,312.6666666666667,312.6666666666667,938.0,,0.3333333333333333,,,1.2377349347818711,3.8,0.8,1,2.35,1.9,3,3.46,0.1,3,1.9,1.9,4,2,0,1.9,2.682,0.1,1.3199999999999998,13,305.0,43
₹59.0 lac,,,,,483.0,3.9,79.0,3.9,4.0,4.0,,,under construction,,,1.0,1.0,,322.0,,,,2.0,19.3096844760714,72.8623193046283,,,jp infra realty pvt ltd,codename starlife,unfurnished,thane,bhayandar east,new property,under construction,,,realestateagent,,1.0,0.003105590062111801,1.0,0.5,,,,,322.0,322.0,161.0,,2.0,,,16.105377158197726,19.75,1.6,1,13.233333333333334,0.6,2,37.3,37.3,0,37.4,33.7,0,0,1,0.6,21.656666666666666,0.6,14.76,4,,1
₹98.6 lac,,,298.0,1.0,186.0,3.9,289.0,3.9,3.9,4.0,,,under construction,,,1.0,2.0,,365.0,,,,,19.2050017,72.8692711,3.0,28.0,sethia infrastructure,sethia pride,unfurnished,mumbai,kandivali east,new property,under construction,,,realestateagent,,2.0,0.0027397260273972603,0.5,,99.33333333333333,121.66666666666667,,,365.0,182.5,,,,,,26.65656310424737,2.55,0.5,1,2.45,1.8,1,1.7600000000000002,1.0,3,4.0,3.4,0,0,0,1.7600000000000002,2.69,0.5,1.6749999999999998,5,182.0,26
₹95.0 lac,,,,,277.0,3.5,41.0,3.4,3.6,3.5,,,under construction,,,1.0,1.0,,420.0,,,,1.0,19.0615645059118,72.880543263673,,,raghav realty developers,raghav parijat,unfurnished,mumbai,kurla east,new property,under construction,,,realestateagent,,1.0,0.002380952380952381,1.0,1.0,,,,,420.0,420.0,420.0,,1.0,,,12.442097602188621,2.2,2.1,0,0.85,0.5,2,2.9,2.9,0,1.86,1.2,3,0,0,0.85,1.9525000000000001,0.5,1.675,5,,1
